"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","Flujo E2E Completo Atómico - PREFACTURAR VIAJE FINALIZADO","firefox-qa","Wed Mar 18 04:55:29 UTC 2026","skipped","Wed Mar 18 04:55:29 UTC 2026","[E2E] Finanzas - Prefactura (Atómico)","","",""
"","10539","Debe crear un Conductor correctamente y asociarlo a un transportista","chromium-demo","Wed Mar 18 04:58:07 UTC 2026","passed","Wed Mar 18 04:58:17 UTC 2026","[E04] Entidades - Crear Conductor","","",""
"","280246","Flujo E2E Completo Atómico - PREFACTURAR VIAJE FINALIZADO","chromium-demo","Wed Mar 18 05:07:42 UTC 2026","passed","Wed Mar 18 05:12:22 UTC 2026","[E2E] Finanzas - Prefactura (Atómico)","","",""
"","0","Debe crear un Transportista correctamente y guardar sus datos","chromium-qa","Wed Mar 18 04:54:34 UTC 2026","skipped","Wed Mar 18 04:54:34 UTC 2026","[E01] Entidades - Crear Transportista","","",""
"","20509","Debe crear un Transportista correctamente y guardar sus datos","chromium-demo","Wed Mar 18 04:55:38 UTC 2026","passed","Wed Mar 18 04:55:59 UTC 2026","[E01] Entidades - Crear Transportista","","",""
"","46237","Crear Contrato (Venta) usando seeded Cliente","chromium-demo","Wed Mar 18 04:59:31 UTC 2026","passed","Wed Mar 18 05:00:17 UTC 2026","[C02] Contratos - Tipo Venta","","",""
"","49654","Deberia crear un Contrato Tipo Costo correctamente y asociarlo a un transportista","chromium-demo","Wed Mar 18 04:58:40 UTC 2026","passed","Wed Mar 18 04:59:30 UTC 2026","[C01] Contratos - Tipo Costo","","",""
"","0","Debe crear un Transportista correctamente y guardar sus datos","firefox-qa","Wed Mar 18 04:54:34 UTC 2026","skipped","Wed Mar 18 04:54:34 UTC 2026","[E01] Entidades - Crear Transportista","","",""
"","16361","Debe finalizar un viaje asignado usando datos del JSON","chromium-demo","Wed Mar 18 05:04:53 UTC 2026","passed","Wed Mar 18 05:05:10 UTC 2026","[V03] Viajes - Finalizar (Monitoreo)","","",""
"","53805","Debe prefacturar un viaje finalizado usando datos del JSON","chromium-demo","Wed Mar 18 05:05:39 UTC 2026","passed","Wed Mar 18 05:06:33 UTC 2026","[V04] Finanzas - Prefacturar Viaje (Legacy)","","",""
"","0","Flujo E2E Completo Atómico - PREFACTURAR VIAJE FINALIZADO","chromium-qa","Wed Mar 18 04:55:29 UTC 2026","skipped","Wed Mar 18 04:55:29 UTC 2026","[E2E] Finanzas - Prefactura (Atómico)","","",""
"","11445","Debe crear un Conductor correctamente y asociarlo a un transportista","firefox-demo","Wed Mar 18 04:58:19 UTC 2026","passed","Wed Mar 18 04:58:31 UTC 2026","[E04] Entidades - Crear Conductor","","",""
"","280180","Flujo E2E Completo Atómico - PREFACTURAR VIAJE FINALIZADO","firefox-demo","Wed Mar 18 05:12:27 UTC 2026","passed","Wed Mar 18 05:17:07 UTC 2026","[E2E] Finanzas - Prefactura (Atómico)","","",""
"","16867","Debe finalizar un viaje asignado usando datos del JSON","firefox-demo","Wed Mar 18 05:05:11 UTC 2026","passed","Wed Mar 18 05:05:28 UTC 2026","[V03] Viajes - Finalizar (Monitoreo)","","",""
"","46800","Crear Contrato (Venta) usando seeded Cliente","firefox-demo","Wed Mar 18 05:01:11 UTC 2026","passed","Wed Mar 18 05:01:58 UTC 2026","[C02] Contratos - Tipo Venta","","",""
