"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","46101","Debe prefacturar un viaje finalizado usando datos del JSON","chromium-demo","Wed Mar 18 14:28:29 UTC 2026","failed","Wed Mar 18 14:29:15 UTC 2026","[V04] Finanzas - Prefacturar Viaje (Legacy)","","",""
"","293","Debe finalizar un viaje asignado usando datos del JSON","chromium-demo","Wed Mar 18 14:26:05 UTC 2026","failed","Wed Mar 18 14:26:05 UTC 2026","[V03] Viajes - Finalizar (Monitoreo)","","",""
"","21480","Debe crear un Transportista correctamente y guardar sus datos","firefox-qa","Wed Mar 18 14:08:34 UTC 2026","passed","Wed Mar 18 14:08:55 UTC 2026","[E01] Entidades - Crear Transportista","","",""
"","45","Debe crear un Conductor correctamente y asociarlo a un transportista","chromium-qa","Wed Mar 18 14:02:35 UTC 2026","failed","Wed Mar 18 14:02:35 UTC 2026","[E04] Entidades - Crear Conductor","","",""
"","46712","Debe planificar un nuevo Viaje usando entidades del JSON","firefox-qa","Wed Mar 18 14:11:01 UTC 2026","passed","Wed Mar 18 14:11:48 UTC 2026","[V01] Viajes - Planificar","","",""
"","12201","Deberia crear un Vehiculo correctamente y asociarlo a un transportista","chromium-qa","Wed Mar 18 14:02:57 UTC 2026","passed","Wed Mar 18 14:03:09 UTC 2026","[E03] Entidades - Crear Vehículo","","",""
"","251","Debe asignar un viaje usando entidades del JSON","chromium-qa","Wed Mar 18 14:04:49 UTC 2026","failed","Wed Mar 18 14:04:49 UTC 2026","[V02] Viajes - Asignar","","",""
"","42831","Debe planificar un nuevo Viaje usando entidades del JSON","firefox-demo","Wed Mar 18 14:32:20 UTC 2026","passed","Wed Mar 18 14:33:03 UTC 2026","[V01] Viajes - Planificar","","",""
"","1130","Debe finalizar un viaje asignado usando datos del JSON","firefox-qa","Wed Mar 18 14:10:48 UTC 2026","failed","Wed Mar 18 14:10:49 UTC 2026","[V03] Viajes - Finalizar (Monitoreo)","","",""
"","44451","Debe planificar un nuevo Viaje usando entidades del JSON","chromium-qa","Wed Mar 18 14:04:51 UTC 2026","passed","Wed Mar 18 14:05:35 UTC 2026","[V01] Viajes - Planificar","","",""
"","257690","Flujo E2E Completo Atómico - PREFACTURAR VIAJE FINALIZADO","chromium-demo","Wed Mar 18 14:35:40 UTC 2026","passed","Wed Mar 18 14:39:58 UTC 2026","[E2E] Finanzas - Prefactura (Atómico)","","",""
"","47722","Deberia crear un Contrato Tipo Costo correctamente y asociarlo a un transportista","chromium-demo","Wed Mar 18 14:24:27 UTC 2026","passed","Wed Mar 18 14:25:15 UTC 2026","[C01] Contratos - Tipo Costo","","",""
"","45363","Crear Contrato (Venta) usando seeded Cliente","chromium-demo","Wed Mar 18 14:25:16 UTC 2026","passed","Wed Mar 18 14:26:01 UTC 2026","[C02] Contratos - Tipo Venta","","",""
"","23954","Debe crear un Cliente correctamente y guardar sus datos","chromium-demo","Wed Mar 18 14:23:26 UTC 2026","passed","Wed Mar 18 14:23:50 UTC 2026","[E02] Entidades - Crear Cliente","","",""
"","46611","Debe prefacturar un viaje finalizado usando datos del JSON","firefox-qa","Wed Mar 18 14:13:27 UTC 2026","failed","Wed Mar 18 14:14:14 UTC 2026","[V04] Finanzas - Prefacturar Viaje (Legacy)","","",""
"","12536","Deberia crear un Vehiculo correctamente y asociarlo a un transportista","firefox-demo","Wed Mar 18 14:30:10 UTC 2026","passed","Wed Mar 18 14:30:23 UTC 2026","[E03] Entidades - Crear Vehículo","","",""
"","45988","Deberia crear un Contrato Tipo Costo correctamente y asociarlo a un transportista","chromium-qa","Wed Mar 18 14:03:09 UTC 2026","passed","Wed Mar 18 14:03:55 UTC 2026","[C01] Contratos - Tipo Costo","","",""
"","258827","Flujo E2E Completo Atómico - PREFACTURAR VIAJE FINALIZADO","firefox-demo","Wed Mar 18 14:40:03 UTC 2026","passed","Wed Mar 18 14:44:22 UTC 2026","[E2E] Finanzas - Prefactura (Atómico)","","",""
"","4571","authenticate","Autorización","Wed Mar 18 14:35:34 UTC 2026","passed","Wed Mar 18 14:35:39 UTC 2026","","","",""
"","12070","Deberia crear un Vehiculo correctamente y asociarlo a un transportista","chromium-demo","Wed Mar 18 14:24:15 UTC 2026","passed","Wed Mar 18 14:24:27 UTC 2026","[E03] Entidades - Crear Vehículo","","",""
"","19911","Debe crear un Transportista correctamente y guardar sus datos","chromium-qa","Wed Mar 18 14:02:36 UTC 2026","passed","Wed Mar 18 14:02:56 UTC 2026","[E01] Entidades - Crear Transportista","","",""
"","1425","Debe asignar un viaje usando entidades del JSON","firefox-demo","Wed Mar 18 14:32:17 UTC 2026","failed","Wed Mar 18 14:32:18 UTC 2026","[V02] Viajes - Asignar","","",""
"","43","Debe crear un Conductor correctamente y asociarlo a un transportista","firefox-demo","Wed Mar 18 14:29:43 UTC 2026","failed","Wed Mar 18 14:29:43 UTC 2026","[E04] Entidades - Crear Conductor","","",""
"","292","Debe asignar un viaje usando entidades del JSON","chromium-demo","Wed Mar 18 14:26:10 UTC 2026","failed","Wed Mar 18 14:26:10 UTC 2026","[V02] Viajes - Asignar","","",""
"","19120","Debe crear un Cliente correctamente y guardar sus datos","chromium-qa","Wed Mar 18 14:02:13 UTC 2026","passed","Wed Mar 18 14:02:32 UTC 2026","[E02] Entidades - Crear Cliente","","",""
"","1082","Debe asignar un viaje usando entidades del JSON","firefox-qa","Wed Mar 18 14:10:58 UTC 2026","failed","Wed Mar 18 14:10:59 UTC 2026","[V02] Viajes - Asignar","","",""
"","41142","Debe planificar un nuevo Viaje usando entidades del JSON","chromium-demo","Wed Mar 18 14:26:11 UTC 2026","passed","Wed Mar 18 14:26:53 UTC 2026","[V01] Viajes - Planificar","","",""
"","12399","Deberia crear un Vehiculo correctamente y asociarlo a un transportista","firefox-qa","Wed Mar 18 14:08:56 UTC 2026","passed","Wed Mar 18 14:09:09 UTC 2026","[E03] Entidades - Crear Vehículo","","",""
"","44796","Crear Contrato (Venta) usando seeded Cliente","chromium-qa","Wed Mar 18 14:03:56 UTC 2026","passed","Wed Mar 18 14:04:41 UTC 2026","[C02] Contratos - Tipo Venta","","",""
"","259090","Flujo E2E Completo Atómico - PREFACTURAR VIAJE FINALIZADO","chromium-qa","Wed Mar 18 14:14:25 UTC 2026","passed","Wed Mar 18 14:18:44 UTC 2026","[E2E] Finanzas - Prefactura (Atómico)","","",""
"","41","Debe crear un Conductor correctamente y asociarlo a un transportista","firefox-qa","Wed Mar 18 14:08:33 UTC 2026","failed","Wed Mar 18 14:08:33 UTC 2026","[E04] Entidades - Crear Conductor","","",""
"","251","Debe finalizar un viaje asignado usando datos del JSON","chromium-qa","Wed Mar 18 14:04:44 UTC 2026","failed","Wed Mar 18 14:04:45 UTC 2026","[V03] Viajes - Finalizar (Monitoreo)","","",""
"","1446","Debe finalizar un viaje asignado usando datos del JSON","firefox-demo","Wed Mar 18 14:32:06 UTC 2026","failed","Wed Mar 18 14:32:08 UTC 2026","[V03] Viajes - Finalizar (Monitoreo)","","",""
"","22558","Debe crear un Cliente correctamente y guardar sus datos","firefox-demo","Wed Mar 18 14:29:16 UTC 2026","passed","Wed Mar 18 14:29:39 UTC 2026","[E02] Entidades - Crear Cliente","","",""
"","45396","Crear Contrato (Venta) usando seeded Cliente","firefox-qa","Wed Mar 18 14:09:56 UTC 2026","passed","Wed Mar 18 14:10:42 UTC 2026","[C02] Contratos - Tipo Venta","","",""
"","46399","Deberia crear un Contrato Tipo Costo correctamente y asociarlo a un transportista","firefox-qa","Wed Mar 18 14:09:09 UTC 2026","passed","Wed Mar 18 14:09:55 UTC 2026","[C01] Contratos - Tipo Costo","","",""
"","25077","Debe crear un Transportista correctamente y guardar sus datos","firefox-demo","Wed Mar 18 14:29:44 UTC 2026","passed","Wed Mar 18 14:30:09 UTC 2026","[E01] Entidades - Crear Transportista","","",""
"","46894","Debe prefacturar un viaje finalizado usando datos del JSON","firefox-demo","Wed Mar 18 14:34:43 UTC 2026","failed","Wed Mar 18 14:35:29 UTC 2026","[V04] Finanzas - Prefacturar Viaje (Legacy)","","",""
"","49373","Deberia crear un Contrato Tipo Costo correctamente y asociarlo a un transportista","firefox-demo","Wed Mar 18 14:30:23 UTC 2026","passed","Wed Mar 18 14:31:12 UTC 2026","[C01] Contratos - Tipo Costo","","",""
"","46154","Debe prefacturar un viaje finalizado usando datos del JSON","chromium-qa","Wed Mar 18 14:07:12 UTC 2026","failed","Wed Mar 18 14:07:58 UTC 2026","[V04] Finanzas - Prefacturar Viaje (Legacy)","","",""
"","19896","Debe crear un Transportista correctamente y guardar sus datos","chromium-demo","Wed Mar 18 14:23:55 UTC 2026","passed","Wed Mar 18 14:24:15 UTC 2026","[E01] Entidades - Crear Transportista","","",""
"","262327","Flujo E2E Completo Atómico - PREFACTURAR VIAJE FINALIZADO","firefox-qa","Wed Mar 18 14:18:49 UTC 2026","passed","Wed Mar 18 14:23:11 UTC 2026","[E2E] Finanzas - Prefactura (Atómico)","","",""
"","28644","Debe crear un Cliente correctamente y guardar sus datos","firefox-qa","Wed Mar 18 14:07:59 UTC 2026","passed","Wed Mar 18 14:08:28 UTC 2026","[E02] Entidades - Crear Cliente","","",""
"","45418","Crear Contrato (Venta) usando seeded Cliente","firefox-demo","Wed Mar 18 14:31:14 UTC 2026","passed","Wed Mar 18 14:31:59 UTC 2026","[C02] Contratos - Tipo Venta","","",""
"","47","Debe crear un Conductor correctamente y asociarlo a un transportista","chromium-demo","Wed Mar 18 14:23:53 UTC 2026","failed","Wed Mar 18 14:23:53 UTC 2026","[E04] Entidades - Crear Conductor","","",""
