"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","289022","Flujo E2E Completo Atómico - PREFACTURAR VIAJE FINALIZADO","chromium-qa","Sun Mar 29 05:20:39 UTC 2026","passed","Sun Mar 29 05:25:28 UTC 2026","[E2E] Finanzas - Prefactura (Atómico)","","",""
"","45144","Debe planificar un nuevo Viaje usando entidades del JSON","chromium-qa","Sun Mar 29 05:11:36 UTC 2026","passed","Sun Mar 29 05:12:21 UTC 2026","[V01] Viajes - Planificar","","",""
"","292446","Flujo E2E Completo Atómico - PREFACTURAR VIAJE FINALIZADO","firefox-qa","Sun Mar 29 05:25:33 UTC 2026","passed","Sun Mar 29 05:30:25 UTC 2026","[E2E] Finanzas - Prefactura (Atómico)","","",""
"","12198","Deberia crear un Vehiculo correctamente y asociarlo a un transportista","chromium-qa","Sun Mar 29 05:09:40 UTC 2026","passed","Sun Mar 29 05:09:52 UTC 2026","[E03] Entidades - Crear Vehículo","","",""
"","45769","Crear Contrato (Venta) usando seeded Cliente","firefox-demo","Sun Mar 29 05:38:47 UTC 2026","passed","Sun Mar 29 05:39:33 UTC 2026","[C02] Contratos - Tipo Venta","","",""
"","12320","Deberia crear un Vehiculo correctamente y asociarlo a un transportista","firefox-demo","Sun Mar 29 05:37:44 UTC 2026","passed","Sun Mar 29 05:37:56 UTC 2026","[E03] Entidades - Crear Vehículo","","",""
"","285","Debe finalizar un viaje asignado usando datos del JSON","chromium-qa","Sun Mar 29 05:11:30 UTC 2026","failed","Sun Mar 29 05:11:30 UTC 2026","[V03] Viajes - Finalizar (Monitoreo)","","",""
"","1026","Debe finalizar un viaje asignado usando datos del JSON","firefox-demo","Sun Mar 29 05:39:39 UTC 2026","failed","Sun Mar 29 05:39:40 UTC 2026","[V03] Viajes - Finalizar (Monitoreo)","","",""
"","21621","Debe crear un Cliente correctamente y guardar sus datos","firefox-demo","Sun Mar 29 05:31:24 UTC 2026","passed","Sun Mar 29 05:31:45 UTC 2026","[E02] Entidades - Crear Cliente","","",""
"","19506","Debe crear un Transportista correctamente y guardar sus datos","chromium-qa","Sun Mar 29 05:08:00 UTC 2026","passed","Sun Mar 29 05:08:19 UTC 2026","[E01] Entidades - Crear Transportista","","",""
"","20188","Debe crear un Transportista correctamente y guardar sus datos","firefox-demo","Sun Mar 29 05:31:46 UTC 2026","passed","Sun Mar 29 05:32:06 UTC 2026","[E01] Entidades - Crear Transportista","","",""
"","48552","Deberia crear un Contrato Tipo Costo correctamente y asociarlo a un transportista","chromium-demo","Sun Mar 29 05:32:38 UTC 2026","passed","Sun Mar 29 05:33:26 UTC 2026","[C01] Contratos - Tipo Costo","","",""
"","1035","Debe asignar un viaje usando entidades del JSON","firefox-demo","Sun Mar 29 05:39:48 UTC 2026","failed","Sun Mar 29 05:39:49 UTC 2026","[V02] Viajes - Asignar","","",""
"","1423","Debe asignar un viaje usando entidades del JSON","firefox-qa","Sun Mar 29 05:17:07 UTC 2026","failed","Sun Mar 29 05:17:08 UTC 2026","[V02] Viajes - Asignar","","",""
"","19543","Debe crear un Transportista correctamente y guardar sus datos","chromium-demo","Sun Mar 29 05:31:02 UTC 2026","passed","Sun Mar 29 05:31:22 UTC 2026","[E01] Entidades - Crear Transportista","","",""
"","12687","Deberia crear un Vehiculo correctamente y asociarlo a un transportista","firefox-qa","Sun Mar 29 05:15:02 UTC 2026","passed","Sun Mar 29 05:15:14 UTC 2026","[E03] Entidades - Crear Vehículo","","",""
"","283896","Flujo E2E Completo Atómico - PREFACTURAR VIAJE FINALIZADO","chromium-demo","Sun Mar 29 05:43:15 UTC 2026","passed","Sun Mar 29 05:47:59 UTC 2026","[E2E] Finanzas - Prefactura (Atómico)","","",""
"","48281","Debe prefacturar un viaje finalizado usando datos del JSON","firefox-demo","Sun Mar 29 05:42:18 UTC 2026","failed","Sun Mar 29 05:43:06 UTC 2026","[V04] Finanzas - Prefacturar Viaje (Legacy)","","",""
"","45814","Crear Contrato (Venta) usando seeded Cliente","chromium-qa","Sun Mar 29 05:10:40 UTC 2026","passed","Sun Mar 29 05:11:26 UTC 2026","[C02] Contratos - Tipo Venta","","",""
"","47750","Deberia crear un Contrato Tipo Costo correctamente y asociarlo a un transportista","firefox-qa","Sun Mar 29 05:15:15 UTC 2026","passed","Sun Mar 29 05:16:02 UTC 2026","[C01] Contratos - Tipo Costo","","",""
"","9908","Debe crear un Conductor correctamente y asociarlo a un transportista","chromium-qa","Sun Mar 29 05:09:29 UTC 2026","passed","Sun Mar 29 05:09:39 UTC 2026","[E04] Entidades - Crear Conductor","","",""
"","19968","Debe crear un Cliente correctamente y guardar sus datos","chromium-qa","Sun Mar 29 05:07:39 UTC 2026","passed","Sun Mar 29 05:07:59 UTC 2026","[E02] Entidades - Crear Cliente","","",""
"","45885","Crear Contrato (Venta) usando seeded Cliente","firefox-qa","Sun Mar 29 05:16:04 UTC 2026","passed","Sun Mar 29 05:16:49 UTC 2026","[C02] Contratos - Tipo Venta","","",""
"","47049","Deberia crear un Contrato Tipo Costo correctamente y asociarlo a un transportista","chromium-qa","Sun Mar 29 05:09:52 UTC 2026","passed","Sun Mar 29 05:10:39 UTC 2026","[C01] Contratos - Tipo Costo","","",""
"","48971","Debe prefacturar un viaje finalizado usando datos del JSON","firefox-qa","Sun Mar 29 05:19:40 UTC 2026","failed","Sun Mar 29 05:20:29 UTC 2026","[V04] Finanzas - Prefacturar Viaje (Legacy)","","",""
"","31938","Debe crear un Transportista correctamente y guardar sus datos","firefox-qa","Sun Mar 29 05:08:47 UTC 2026","passed","Sun Mar 29 05:09:19 UTC 2026","[E01] Entidades - Crear Transportista","","",""
"","10926","Debe crear un Conductor correctamente y asociarlo a un transportista","firefox-demo","Sun Mar 29 05:37:32 UTC 2026","passed","Sun Mar 29 05:37:43 UTC 2026","[E04] Entidades - Crear Conductor","","",""
"","239","Debe finalizar un viaje asignado usando datos del JSON","chromium-demo","Sun Mar 29 05:34:16 UTC 2026","failed","Sun Mar 29 05:34:17 UTC 2026","[V03] Viajes - Finalizar (Monitoreo)","","",""
"","286041","Flujo E2E Completo Atómico - PREFACTURAR VIAJE FINALIZADO","firefox-demo","Sun Mar 29 05:48:04 UTC 2026","passed","Sun Mar 29 05:52:50 UTC 2026","[E2E] Finanzas - Prefactura (Atómico)","","",""
"","24670","Debe crear un Cliente correctamente y guardar sus datos","firefox-qa","Sun Mar 29 05:08:21 UTC 2026","passed","Sun Mar 29 05:08:46 UTC 2026","[E02] Entidades - Crear Cliente","","",""
"","45515","Crear Contrato (Venta) usando seeded Cliente","chromium-demo","Sun Mar 29 05:33:27 UTC 2026","passed","Sun Mar 29 05:34:13 UTC 2026","[C02] Contratos - Tipo Venta","","",""
"","46214","Debe planificar un nuevo Viaje usando entidades del JSON","firefox-qa","Sun Mar 29 05:17:10 UTC 2026","passed","Sun Mar 29 05:17:56 UTC 2026","[V01] Viajes - Planificar","","",""
"","9894","Debe crear un Conductor correctamente y asociarlo a un transportista","chromium-demo","Sun Mar 29 05:32:15 UTC 2026","passed","Sun Mar 29 05:32:25 UTC 2026","[E04] Entidades - Crear Conductor","","",""
