"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","19546","Debe crear un Transportista correctamente y guardar sus datos","chromium-demo","Sat Mar 21 04:49:33 UTC 2026","passed","Sat Mar 21 04:49:52 UTC 2026","[E01] Entidades - Crear Transportista","","",""
"","46078","Debe prefacturar un viaje finalizado usando datos del JSON","chromium-demo","Sat Mar 21 04:55:16 UTC 2026","failed","Sat Mar 21 04:56:02 UTC 2026","[V04] Finanzas - Prefacturar Viaje (Legacy)","","",""
"","1438","Debe finalizar un viaje asignado usando datos del JSON","firefox-qa","Sat Mar 21 04:34:09 UTC 2026","failed","Sat Mar 21 04:34:10 UTC 2026","[V03] Viajes - Finalizar (Monitoreo)","","",""
"","26974","Debe crear un Cliente correctamente y guardar sus datos","chromium-qa","Sat Mar 21 04:24:57 UTC 2026","passed","Sat Mar 21 04:25:24 UTC 2026","[E02] Entidades - Crear Cliente","","",""
"","23393","Debe crear un Transportista correctamente y guardar sus datos","chromium-qa","Sat Mar 21 04:25:25 UTC 2026","passed","Sat Mar 21 04:25:49 UTC 2026","[E01] Entidades - Crear Transportista","","",""
"","45483","Crear Contrato (Venta) usando seeded Cliente","firefox-qa","Sat Mar 21 04:33:16 UTC 2026","passed","Sat Mar 21 04:34:02 UTC 2026","[C02] Contratos - Tipo Venta","","",""
"","4485","authenticate","Autorización","Sat Mar 21 05:01:40 UTC 2026","passed","Sat Mar 21 05:01:44 UTC 2026","","","",""
"","20685","Debe crear un Cliente correctamente y guardar sus datos","firefox-qa","Sat Mar 21 04:25:50 UTC 2026","passed","Sat Mar 21 04:26:11 UTC 2026","[E02] Entidades - Crear Cliente","","",""
"","41294","Debe planificar un nuevo Viaje usando entidades del JSON","chromium-demo","Sat Mar 21 04:52:58 UTC 2026","passed","Sat Mar 21 04:53:39 UTC 2026","[V01] Viajes - Planificar","","",""
"","11204","Debe crear un Conductor correctamente y asociarlo a un transportista","firefox-qa","Sat Mar 21 04:32:04 UTC 2026","passed","Sat Mar 21 04:32:15 UTC 2026","[E04] Entidades - Crear Conductor","","",""
"","46930","Debe prefacturar un viaje finalizado usando datos del JSON","firefox-demo","Sat Mar 21 05:00:48 UTC 2026","failed","Sat Mar 21 05:01:35 UTC 2026","[V04] Finanzas - Prefacturar Viaje (Legacy)","","",""
"","48270","Deberia crear un Contrato Tipo Costo correctamente y asociarlo a un transportista","firefox-demo","Sat Mar 21 04:56:29 UTC 2026","passed","Sat Mar 21 04:57:17 UTC 2026","[C01] Contratos - Tipo Costo","","",""
"","1451","Debe finalizar un viaje asignado usando datos del JSON","firefox-demo","Sat Mar 21 04:58:11 UTC 2026","failed","Sat Mar 21 04:58:12 UTC 2026","[V03] Viajes - Finalizar (Monitoreo)","","",""
"","12569","Deberia crear un Vehiculo correctamente y asociarlo a un transportista","firefox-qa","Sat Mar 21 04:32:16 UTC 2026","passed","Sat Mar 21 04:32:29 UTC 2026","[E03] Entidades - Crear Vehículo","","",""
"","11759","Debe crear un Conductor correctamente y asociarlo a un transportista","firefox-demo","Sat Mar 21 04:56:03 UTC 2026","passed","Sat Mar 21 04:56:15 UTC 2026","[E04] Entidades - Crear Conductor","","",""
"","47781","Deberia crear un Contrato Tipo Costo correctamente y asociarlo a un transportista","chromium-demo","Sat Mar 21 04:51:14 UTC 2026","passed","Sat Mar 21 04:52:02 UTC 2026","[C01] Contratos - Tipo Costo","","",""
"","1450","Debe asignar un viaje usando entidades del JSON","firefox-demo","Sat Mar 21 04:58:22 UTC 2026","failed","Sat Mar 21 04:58:23 UTC 2026","[V02] Viajes - Asignar","","",""
"","256632","Flujo E2E Completo Atómico - PREFACTURAR VIAJE FINALIZADO","firefox-qa","Sat Mar 21 04:44:42 UTC 2026","passed","Sat Mar 21 04:48:58 UTC 2026","[E2E] Finanzas - Prefactura (Atómico)","","",""
"","44902","Debe planificar un nuevo Viaje usando entidades del JSON","chromium-qa","Sat Mar 21 04:28:55 UTC 2026","passed","Sat Mar 21 04:29:40 UTC 2026","[V01] Viajes - Planificar","","",""
"","44984","Crear Contrato (Venta) usando seeded Cliente","chromium-demo","Sat Mar 21 04:52:03 UTC 2026","passed","Sat Mar 21 04:52:48 UTC 2026","[C02] Contratos - Tipo Venta","","",""
"","287","Debe finalizar un viaje asignado usando datos del JSON","chromium-qa","Sat Mar 21 04:28:49 UTC 2026","failed","Sat Mar 21 04:28:49 UTC 2026","[V03] Viajes - Finalizar (Monitoreo)","","",""
"","45206","Crear Contrato (Venta) usando seeded Cliente","firefox-demo","Sat Mar 21 04:57:18 UTC 2026","passed","Sat Mar 21 04:58:04 UTC 2026","[C02] Contratos - Tipo Venta","","",""
"","286","Debe asignar un viaje usando entidades del JSON","chromium-qa","Sat Mar 21 04:28:54 UTC 2026","failed","Sat Mar 21 04:28:54 UTC 2026","[V02] Viajes - Asignar","","",""
"","250032","Flujo E2E Completo Atómico - PREFACTURAR VIAJE FINALIZADO","firefox-demo","Sat Mar 21 05:05:59 UTC 2026","passed","Sat Mar 21 05:10:09 UTC 2026","[E2E] Finanzas - Prefactura (Atómico)","","",""
"","21002","Debe crear un Transportista correctamente y guardar sus datos","firefox-qa","Sat Mar 21 04:26:12 UTC 2026","passed","Sat Mar 21 04:26:33 UTC 2026","[E01] Entidades - Crear Transportista","","",""
"","10405","Debe crear un Conductor correctamente y asociarlo a un transportista","chromium-demo","Sat Mar 21 04:50:51 UTC 2026","passed","Sat Mar 21 04:51:01 UTC 2026","[E04] Entidades - Crear Conductor","","",""
"","46052","Debe prefacturar un viaje finalizado usando datos del JSON","chromium-qa","Sat Mar 21 04:31:16 UTC 2026","failed","Sat Mar 21 04:32:02 UTC 2026","[V04] Finanzas - Prefacturar Viaje (Legacy)","","",""
"","45830","Debe planificar un nuevo Viaje usando entidades del JSON","firefox-qa","Sat Mar 21 04:34:23 UTC 2026","passed","Sat Mar 21 04:35:09 UTC 2026","[V01] Viajes - Planificar","","",""
