"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","45197","Debe planificar un nuevo Viaje usando entidades del JSON","chromium-qa","Fri Mar 20 04:48:28 UTC 2026","passed","Fri Mar 20 04:49:13 UTC 2026","[V01] Viajes - Planificar","","",""
"","243","Debe asignar un viaje usando entidades del JSON","chromium-qa","Fri Mar 20 04:48:26 UTC 2026","failed","Fri Mar 20 04:48:27 UTC 2026","[V02] Viajes - Asignar","","",""
"","21140","Debe crear un Transportista correctamente y guardar sus datos","firefox-qa","Fri Mar 20 04:45:51 UTC 2026","passed","Fri Mar 20 04:46:13 UTC 2026","[E01] Entidades - Crear Transportista","","",""
"","43516","Debe planificar un nuevo Viaje usando entidades del JSON","firefox-demo","Fri Mar 20 05:15:34 UTC 2026","passed","Fri Mar 20 05:16:17 UTC 2026","[V01] Viajes - Planificar","","",""
"","46196","Crear Contrato (Venta) usando seeded Cliente","firefox-demo","Fri Mar 20 05:14:26 UTC 2026","passed","Fri Mar 20 05:15:12 UTC 2026","[C02] Contratos - Tipo Venta","","",""
"","23168","Debe crear un Cliente correctamente y guardar sus datos","chromium-qa","Fri Mar 20 04:44:40 UTC 2026","passed","Fri Mar 20 04:45:03 UTC 2026","[E02] Entidades - Crear Cliente","","",""
"","304","Debe finalizar un viaje asignado usando datos del JSON","chromium-demo","Fri Mar 20 05:09:58 UTC 2026","failed","Fri Mar 20 05:09:58 UTC 2026","[V03] Viajes - Finalizar (Monitoreo)","","",""
"","11494","Debe crear un Conductor correctamente y asociarlo a un transportista","firefox-demo","Fri Mar 20 05:13:10 UTC 2026","passed","Fri Mar 20 05:13:22 UTC 2026","[E04] Entidades - Crear Conductor","","",""
"","10022","Debe crear un Conductor correctamente y asociarlo a un transportista","chromium-demo","Fri Mar 20 05:07:56 UTC 2026","passed","Fri Mar 20 05:08:06 UTC 2026","[E04] Entidades - Crear Conductor","","",""
"","46143","Deberia crear un Contrato Tipo Costo correctamente y asociarlo a un transportista","firefox-qa","Fri Mar 20 04:52:03 UTC 2026","passed","Fri Mar 20 04:52:49 UTC 2026","[C01] Contratos - Tipo Costo","","",""
"","20332","Debe crear un Cliente correctamente y guardar sus datos","chromium-demo","Fri Mar 20 05:06:20 UTC 2026","passed","Fri Mar 20 05:06:40 UTC 2026","[E02] Entidades - Crear Cliente","","",""
"","45143","Crear Contrato (Venta) usando seeded Cliente","chromium-qa","Fri Mar 20 04:47:33 UTC 2026","passed","Fri Mar 20 04:48:18 UTC 2026","[C02] Contratos - Tipo Venta","","",""
"","261703","Flujo E2E Completo Atómico - PREFACTURAR VIAJE FINALIZADO","firefox-qa","Fri Mar 20 05:01:42 UTC 2026","passed","Fri Mar 20 05:06:04 UTC 2026","[E2E] Finanzas - Prefactura (Atómico)","","",""
"","1161","Debe finalizar un viaje asignado usando datos del JSON","firefox-qa","Fri Mar 20 04:53:43 UTC 2026","failed","Fri Mar 20 04:53:44 UTC 2026","[V03] Viajes - Finalizar (Monitoreo)","","",""
"","47284","Debe prefacturar un viaje finalizado usando datos del JSON","firefox-demo","Fri Mar 20 05:17:58 UTC 2026","failed","Fri Mar 20 05:18:45 UTC 2026","[V04] Finanzas - Prefacturar Viaje (Legacy)","","",""
"","19719","Debe crear un Transportista correctamente y guardar sus datos","chromium-qa","Fri Mar 20 04:45:04 UTC 2026","passed","Fri Mar 20 04:45:23 UTC 2026","[E01] Entidades - Crear Transportista","","",""
"","12744","Deberia crear un Vehiculo correctamente y asociarlo a un transportista","firefox-demo","Fri Mar 20 05:13:23 UTC 2026","passed","Fri Mar 20 05:13:35 UTC 2026","[E03] Entidades - Crear Vehículo","","",""
"","1552","Debe asignar un viaje usando entidades del JSON","firefox-demo","Fri Mar 20 05:15:30 UTC 2026","failed","Fri Mar 20 05:15:32 UTC 2026","[V02] Viajes - Asignar","","",""
"","1152","Debe asignar un viaje usando entidades del JSON","firefox-qa","Fri Mar 20 04:53:52 UTC 2026","failed","Fri Mar 20 04:53:54 UTC 2026","[V02] Viajes - Asignar","","",""
"","24997","Debe crear un Cliente correctamente y guardar sus datos","firefox-qa","Fri Mar 20 04:45:25 UTC 2026","passed","Fri Mar 20 04:45:50 UTC 2026","[E02] Entidades - Crear Cliente","","",""
"","21928","Debe crear un Cliente correctamente y guardar sus datos","firefox-demo","Fri Mar 20 05:07:02 UTC 2026","passed","Fri Mar 20 05:07:24 UTC 2026","[E02] Entidades - Crear Cliente","","",""
"","250981","Flujo E2E Completo Atómico - PREFACTURAR VIAJE FINALIZADO","chromium-demo","Fri Mar 20 05:18:56 UTC 2026","passed","Fri Mar 20 05:23:07 UTC 2026","[E2E] Finanzas - Prefactura (Atómico)","","",""
"","252","Debe finalizar un viaje asignado usando datos del JSON","chromium-qa","Fri Mar 20 04:48:22 UTC 2026","failed","Fri Mar 20 04:48:22 UTC 2026","[V03] Viajes - Finalizar (Monitoreo)","","",""
"","12272","Deberia crear un Vehiculo correctamente y asociarlo a un transportista","chromium-qa","Fri Mar 20 04:46:33 UTC 2026","passed","Fri Mar 20 04:46:45 UTC 2026","[E03] Entidades - Crear Vehículo","","",""
"","46250","Debe prefacturar un viaje finalizado usando datos del JSON","chromium-qa","Fri Mar 20 04:50:50 UTC 2026","failed","Fri Mar 20 04:51:36 UTC 2026","[V04] Finanzas - Prefacturar Viaje (Legacy)","","",""
"","291","Debe asignar un viaje usando entidades del JSON","chromium-demo","Fri Mar 20 05:10:03 UTC 2026","failed","Fri Mar 20 05:10:03 UTC 2026","[V02] Viajes - Asignar","","",""
"","49027","Deberia crear un Contrato Tipo Costo correctamente y asociarlo a un transportista","firefox-demo","Fri Mar 20 05:13:36 UTC 2026","passed","Fri Mar 20 05:14:25 UTC 2026","[C01] Contratos - Tipo Costo","","",""
"","46771","Deberia crear un Contrato Tipo Costo correctamente y asociarlo a un transportista","chromium-qa","Fri Mar 20 04:46:45 UTC 2026","passed","Fri Mar 20 04:47:32 UTC 2026","[C01] Contratos - Tipo Costo","","",""
"","20422","Debe crear un Transportista correctamente y guardar sus datos","chromium-demo","Fri Mar 20 05:06:40 UTC 2026","passed","Fri Mar 20 05:07:01 UTC 2026","[E01] Entidades - Crear Transportista","","",""
"","20420","Debe crear un Transportista correctamente y guardar sus datos","firefox-demo","Fri Mar 20 05:07:26 UTC 2026","passed","Fri Mar 20 05:07:46 UTC 2026","[E01] Entidades - Crear Transportista","","",""
"","256709","Flujo E2E Completo Atómico - PREFACTURAR VIAJE FINALIZADO","chromium-qa","Fri Mar 20 04:57:21 UTC 2026","passed","Fri Mar 20 05:01:37 UTC 2026","[E2E] Finanzas - Prefactura (Atómico)","","",""
"","41250","Debe planificar un nuevo Viaje usando entidades del JSON","chromium-demo","Fri Mar 20 05:10:04 UTC 2026","passed","Fri Mar 20 05:10:46 UTC 2026","[V01] Viajes - Planificar","","",""
"","270942","Flujo E2E Completo Atómico - PREFACTURAR VIAJE FINALIZADO","firefox-demo","Fri Mar 20 05:23:12 UTC 2026","passed","Fri Mar 20 05:27:43 UTC 2026","[E2E] Finanzas - Prefactura (Atómico)","","",""
"","10000","Debe crear un Conductor correctamente y asociarlo a un transportista","chromium-qa","Fri Mar 20 04:46:22 UTC 2026","passed","Fri Mar 20 04:46:32 UTC 2026","[E04] Entidades - Crear Conductor","","",""
"","11010","Debe crear un Conductor correctamente y asociarlo a un transportista","firefox-qa","Fri Mar 20 04:51:38 UTC 2026","passed","Fri Mar 20 04:51:49 UTC 2026","[E04] Entidades - Crear Conductor","","",""
